,frame_name,count,ex1,ex2,ex3,ex4,ex5,Anders,Meriem,Terne,Steffen,Paul
61,Evaluative_comparison,299,"In fact , -LRB- Villarejo et al. , 2005 -RRB- studied the performance of class–based WSD comparing only SuperSenses and SUMO by 10–fold cross–validation on SemCor , but they did not provide results for SensEval2 nor SensEval3 . | Text : comparing | Annotation Set : []","Those results showing a statistically significant13 positive difference when compared with the baseline are in marked bold . | Text : compared | Annotation Set : [{'name': 'Standard_item', 'spans': [{'start': 10, 'end': 13, 'text': 'with the baseline'}]}, {'name': 'Profiled_attribute', 'spans': [{'start': 2, 'end': 8, 'text': 'showing a statistically significant13 positive difference'}]}]",In order to compare their contribution we also performed a `` basicFeat '' test without including semantic features . | Text : compare | Annotation Set : [],"Finally , we also compare the 14Each portion contains also the same files than the previous portion . | Text : compare | Annotation Set : []","Although this result is achieved for the all words SensEval3 task , including adjectives , we can compare both results since in SE2 and SE3 adjectives obtain very high performance figures . | Text : compare | Annotation Set : []",0,0,0,0,0
62,Labeling,296,"We rank candidates according to this probability and the row labeled `` trans '' in Table 4 shows that this model helps in subsantially improving the recall of `` Occupation '' and `` Religion '' , yielding a 7 % and 3 % average improvement in F-measure respectively , on top of the position model described in Section 6 . | Text : labeled | Annotation Set : [{'name': 'Label', 'spans': [{'start': 19, 'end': 21, 'text': 'this model'}]}, {'name': 'Entity', 'spans': [{'start': 2, 'end': 10, 'text': 'candidates according to this probability and the row'}]}]","The rows with label `` combined+corr '' in Table 4 and Table 3 shows substantial performaance gains using inter-attribute correlations , such as the 7 % absolute average gain for Birthplace over the Section 8 combined models , and a 3 % absolute gain for Nationality and Religion . | Text : label | Annotation Set : []","State transitions are performed as stack shift operations followed by a push of a preterminal semantic category label . | Text : label | Annotation Set : [{'name': 'Entity', 'spans': [{'start': 16, 'end': 17, 'text': 'category'}]}]","The best SLU hypothesis is given by where bestpathn -LRB- in this case n is 1 for the 1-best hypothesis -RRB- performs a Viterbi search on the FST quences in common between two sentences , in the space of n-grams -LRB- for any n -RRB- . and outputs the n-best hypotheses and projectC performs a projection of the FST on the output labels , in this case the concepts . | Text : labels | Annotation Set : [{'name': 'Entity', 'spans': [{'start': 61, 'end': 62, 'text': 'output'}]}]","Words that were not tagged as positive or negative were manually labeled . | Text : labeled | Annotation Set : [{'name': 'Entity', 'spans': [{'start': 0, 'end': 1, 'text': 'Words'}]}]",0,0,0,0,0
63,Entity,294,"Evaluation conditions were case-insensitive and sensitive to tokenization . | Text : conditions | Annotation Set : [{'name': 'State', 'spans': [{'start': 1, 'end': 2, 'text': 'conditions'}]}, {'name': 'Entity', 'spans': [{'start': 0, 'end': 1, 'text': 'Evaluation'}]}]","Because the graph is analyzed as a whole , these techniques have the remarkable property of being able to find globally optimal solutions , given the relations between entities . | Text : entities | Annotation Set : [{'name': 'Entity', 'spans': [{'start': 28, 'end': 29, 'text': 'entities'}]}]","We have put particular effort into COREF 's skills with three kinds of ambiguity : word-sense ambiguities , where COREF finds multiple resolutions for the domain concept evoked by the use of a lexical item , as in the interaction -LRB- 1 -RRB- of Figure 1 ; referential ambiguities , where COREF takes a noun phrase to be compatible with multiple objects from the display ; and speech act ambiguities , where alternative interpretations communicate or implicate different kinds of contributions to the ongoing task . | Text : item | Annotation Set : [{'name': 'Entity', 'spans': [{'start': 34, 'end': 35, 'text': 'item'}]}]","Because we seek to estimate P -LRB- I = it , j|o , 5t = sk -RRB- , which conditions the probability assigned to I = it , j on the correctness of state sk , we consider only those interpretations arising in states that are retrospectively identified as correct . | Text : conditions | Annotation Set : [{'name': 'Entity', 'spans': [{'start': 18, 'end': 19, 'text': 'which'}]}]","Closer in spirit is AI research on learning vocabulary items by connecting user vocabulary to the agent 's perceptual representations at the time of utterance -LRB- Oates et al. , 2000 ; Roy and Pentland , 2002 ; Cohen et al. , 2002 ; Yu and Ballard , 2004 ; Steels and Belpaeme , 2005 -RRB- . | Text : items | Annotation Set : [{'name': 'Entity', 'spans': [{'start': 9, 'end': 10, 'text': 'items'}]}]",0,0,0,0,0
64,Questioning,293,< newSection > 4 Classification Frequencies of words in word categories were determined using Linguistic Inquiry and Word Count -LRB- LIWC -RRB- . | Text : Inquiry | Annotation Set : [],"We introduce a novel query -LRB- i.e. , company name -RRB- expansion method and a simple unsupervized algorithm for sentence ranking . | Text : query | Annotation Set : []","• The name of the company is not a query , e.g. , as it is specified in the context of the DUC competitions1 , and requires an exten sion . | Text : query | Annotation Set : [{'name': 'Speaker', 'spans': [{'start': 1, 'end': 6, 'text': 'The name of the company'}]}]","Initially , a query consists exclusively of the `` symbol '' , i.e. , the abbreviation of the name of a company as it is listed on the stock market . | Text : query | Annotation Set : []","Thus , the similarity to the query alone is not the decisive parameter in com puting sentence relevance . | Text : query | Annotation Set : []",0,0,0,0,0
65,Performing_arts,282,"In order to facilitate the comparison between our results and the baseline , we use thef-measure -LRB- f-score -RRB- that combines precision and recall in a unique measure : We evaluate here the performance of our WSD method on the 150 ambiguous nouns of our sample . | Text : performance | Annotation Set : [{'name': 'Performance', 'spans': [{'start': 33, 'end': 34, 'text': 'performance'}]}]","To our opinion , to evaluate the performance of a complete speech-to-speech translation system , we need to compare the source speech used as input to the translated output speech in the target language . | Text : performance | Annotation Set : [{'name': 'Performance', 'spans': [{'start': 7, 'end': 8, 'text': 'performance'}]}]","Performance is good for the interpreter : 98 % of the information correctly translated by the automatic system is also correctly interpreted by the human . | Text : Performance | Annotation Set : [{'name': 'Performance', 'spans': [{'start': 0, 'end': 1, 'text': 'Performance'}]}]","Although we can not compare the performance of the restricted automatic system to that of the restricted interpreter -LRB- since data sets of questions are different -RRB- , it seems that of the interpreter is better . | Text : performance | Annotation Set : [{'name': 'Performance', 'spans': [{'start': 6, 'end': 7, 'text': 'performance'}]}]","These overspecifications have two objectives : optimizing the analysis performance -LRB- reducing the noise of homographic character strings that look like constructed neologisms but that are only misspellings - see below in the evaluation section -RRB- , and refining the analysis , i.e. selecting the appropriate LFR and , consequently , the appropriate translation . | Text : performance | Annotation Set : [{'name': 'Performance', 'spans': [{'start': 9, 'end': 10, 'text': 'performance'}]}]",0,0,0,0,0
66,Removing,281,"The paper takes the position that for the humanities a variant of Mercer 's saying is even more true . | Text : takes | Annotation Set : [{'name': 'Agent', 'spans': [{'start': 0, 'end': 2, 'text': 'The paper'}]}, {'name': 'Theme', 'spans': [{'start': 3, 'end': 19, 'text': ""the position that for the humanities a variant of Mercer 's saying is even more true""}]}]","The P -LRB- j -RRB- function is monotonic because the algorithm only adds new productions and never removes . | Text : removes | Annotation Set : [{'name': 'Theme', 'spans': [{'start': 13, 'end': 15, 'text': 'new productions'}]}]","If the parsing is successful we need a way to extract the syntax trees . | Text : extract | Annotation Set : [{'name': 'Theme', 'spans': [{'start': 11, 'end': 14, 'text': 'the syntax trees'}]}]","We combine DAL scores with syntactic constituents and then extract ngrams of constituents from all sentences . | Text : extract | Annotation Set : [{'name': 'Source', 'spans': [{'start': 13, 'end': 16, 'text': 'from all sentences'}]}, {'name': 'Theme', 'spans': [{'start': 2, 'end': 7, 'text': 'DAL scores with syntactic constituents'}]}]","Here we describe our scoring scheme and the features we extract from sentences for classification tasks . | Text : extract | Annotation Set : [{'name': 'Source', 'spans': [{'start': 11, 'end': 13, 'text': 'from sentences'}]}, {'name': 'Theme', 'spans': [{'start': 9, 'end': 10, 'text': 'we'}]}]",0,0,0,0,0
67,Creating,275,"For instance , if & is translated by $ , ' and -LRB- , three sets of TUs are formed -LRB- where & is translated by $ -LRB- ' & D $ ' TUs -RRB- , by ' -LRB- ' & D'' TUs -RRB- , etc. -RRB- . | Text : formed | Annotation Set : [{'name': 'Created_entity', 'spans': [{'start': 14, 'end': 18, 'text': 'three sets of TUs'}]}]","The created sense clusters , grouping semantically similar equivalents , can be compared to WordNet synsets . | Text : created | Annotation Set : []",The algorithm exploits a view of PMCFG as an infinite contextfree grammar where new context-free categories and productions are generated during parsing . | Text : productions | Annotation Set : [],"The algorithm exploits a view of PMCFG as an infinite contextfree grammar where new context-free categories and productions are generated during parsing . | Text : generated | Annotation Set : [{'name': 'Created_entity', 'spans': [{'start': 13, 'end': 18, 'text': 'new context-free categories and productions'}]}, {'name': 'Time', 'spans': [{'start': 20, 'end': 22, 'text': 'during parsing'}]}]","For the production to be well formed the conditions We use the same definition of PMCFG as is used by Seki and Kato -LRB- 2008 -RRB- and Seki et al . | Text : formed | Annotation Set : [{'name': 'Created_entity', 'spans': [{'start': 7, 'end': 30, 'text': 'the conditions We use the same definition of PMCFG as is used by Seki and Kato -LRB- 2008 -RRB- and Seki et al'}]}]",0,0,0,0,0
68,Measure_duration,263,"On the left pane is a large workspace for the user to explore the source text one sentence at a time . | Text : time | Annotation Set : [{'name': 'Unit', 'spans': [{'start': 20, 'end': 21, 'text': 'time'}]}]","< newSection > 5 Results The results of human evaluations for the user experiment are summarized in Table 3 , and the corresponding timing statistics -LRB- average minutes spent editing a sentence -RRB- is shown in Table 4 . | Text : minutes | Annotation Set : [{'name': 'Unit', 'spans': [{'start': 27, 'end': 28, 'text': 'minutes'}]}, {'name': 'Count', 'spans': [{'start': 26, 'end': 27, 'text': 'average'}]}]","The higher quality of corrections does require the participants to put in more time . | Text : time | Annotation Set : [{'name': 'Unit', 'spans': [{'start': 13, 'end': 14, 'text': 'time'}]}]","Overall , the participants took 2.5 times as long when they have the interface than when they do not . | Text : times | Annotation Set : [{'name': 'Unit', 'spans': [{'start': 6, 'end': 7, 'text': 'times'}]}, {'name': 'Count', 'spans': [{'start': 5, 'end': 6, 'text': '2.5'}]}]","Relatedly , the difference in the amount of time spent is the smallest for this document ; participants using The Chinese Room took about 1.5 times longer . | Text : time | Annotation Set : [{'name': 'Unit', 'spans': [{'start': 8, 'end': 9, 'text': 'time'}]}]",0,0,0,0,0
69,Awareness,262,• The summary has to provide novel informa tion related to the company and should avoid general facts about it which the user is sup posed to know . | Text : know | Annotation Set : [],"Unfortunately , exist ing query expansion techniques which utilize such knowledge sources as WordNet or Wikipedia are not useful for symbol expansion . | Text : knowledge | Annotation Set : []","A straightforward way to define the novelty weight of a word would be to draw a line between the `` known '' words , i.e. , words appearing in the busi ness summary , and the rest . | Text : known | Annotation Set : []","All an notators had average to good understanding of the financial domain . | Text : understanding | Annotation Set : [{'name': 'Content', 'spans': [{'start': 8, 'end': 12, 'text': 'of the financial domain'}]}, {'name': 'Degree', 'spans': [{'start': 6, 'end': 7, 'text': 'good'}]}]","We also mention some work on using textual news data for stock indices prediction which we are aware of . | Text : aware | Annotation Set : [{'name': 'Content', 'spans': [{'start': 14, 'end': 15, 'text': 'which'}]}, {'name': 'Cognizer', 'spans': [{'start': 15, 'end': 16, 'text': 'we'}]}]",0,0,0,0,0
70,System,260,"It manages additional NLP tools for the source language and translation resources so that the user can explore this extra information to gain enough understanding of the source text to correct MT errors . | Text : manages | Annotation Set : [{'name': 'System', 'spans': [{'start': 2, 'end': 5, 'text': 'additional NLP tools'}]}, {'name': 'Operator', 'spans': [{'start': 0, 'end': 1, 'text': 'It'}]}]","Fourth , based on previous studies reporting that automatic translations may improve when given decomposed source inputs -LRB- Mellebeek et al. , 2005 -RRB- , we allow the users to select a substring from the source text for the MT system to translate . | Text : system | Annotation Set : [{'name': 'Complex', 'spans': [{'start': 40, 'end': 41, 'text': 'system'}]}, {'name': 'Function', 'spans': [{'start': 39, 'end': 40, 'text': 'MT'}]}]","The list is kept short ; its purpose is less for reranking but more to give the users a sense of the kinds of hypotheses that the MT system is considering . | Text : system | Annotation Set : [{'name': 'Complex', 'spans': [{'start': 28, 'end': 29, 'text': 'system'}]}, {'name': 'Function', 'spans': [{'start': 27, 'end': 28, 'text': 'MT'}]}]","Prior to the start of the study , the participants received a 20 minute long presentational tutorial about the basic functionalities supported by our system , but they did not have an opportunity to explore the system on their own . | Text : system | Annotation Set : [{'name': 'Complex', 'spans': [{'start': 36, 'end': 37, 'text': 'system'}]}]","The oracle user 's average score is 0.70 ; in contrast , an oracle of users who did not use the system is 0.54 -LRB- cf. the MT 's overall of 0.35 and the bilingual translator 's overall of 0.83 -RRB- . | Text : system | Annotation Set : [{'name': 'Complex', 'spans': [{'start': 21, 'end': 22, 'text': 'system'}]}]",0,0,0,0,0
71,Topic,256,"The rest of the paper is organized as follows : Section 2 introduces the inference rule collection we use , based on the Discovery of Inference Rules from Text -LRB- henceforth DIRT -RRB- algorithm and discusses previous work on applying it to the RTE task . | Text : discusses | Annotation Set : [{'name': 'Text', 'spans': [{'start': 36, 'end': 38, 'text': 'previous work'}]}, {'name': 'Topic', 'spans': [{'start': 38, 'end': 45, 'text': 'on applying it to the RTE task'}]}]","Section 4 discusses the application of the rules for the RTE data , describing the structure representation we use to identify the appropriate context for the rule application . | Text : discusses | Annotation Set : [{'name': 'Text', 'spans': [{'start': 0, 'end': 2, 'text': 'Section 4'}]}, {'name': 'Topic', 'spans': [{'start': 3, 'end': 12, 'text': 'the application of the rules for the RTE data'}]}]","This aspect is very important and we plan to address it in our future work . | Text : address | Annotation Set : [{'name': 'Occasion', 'spans': [{'start': 10, 'end': 11, 'text': 'it'}]}]","In order to address the issue of missing rules , we investigate the effects of combining DIRT with an exact hand-coded lexical resource in order to create new rules . | Text : address | Annotation Set : []","The first issue is concerned with correctly identifying the pairs in which the knowledge encoded in these rules is needed . | Text : concerned | Annotation Set : [{'name': 'Text', 'spans': [{'start': 0, 'end': 3, 'text': 'The first issue'}]}]",0,0,0,0,0
72,Building,253,"The construction of a prototype is firstly presented , highlighting the methodological issues of such approach . | Text : construction | Annotation Set : [{'name': 'Created_entity', 'spans': [{'start': 2, 'end': 16, 'text': 'of a prototype is firstly presented , highlighting the methodological issues of such approach'}]}]","< newSection > 1 Introduction Formalising morphological information to deal with morphologically constructed unknown words in machine translation seems attractive , but raises many questions about the resources and the prerequisites -LRB- both theoretical and practical -RRB- that would make such symbolic treatment efficient and feasible . | Text : constructed | Annotation Set : [{'name': 'Created_entity', 'spans': [{'start': 13, 'end': 14, 'text': 'unknown'}]}]","In this paper , we describe the prototype we built to evaluate the feasibility of such approach . | Text : built | Annotation Set : [{'name': 'Created_entity', 'spans': [{'start': 6, 'end': 8, 'text': 'the prototype'}]}, {'name': 'Time', 'spans': [{'start': 0, 'end': 3, 'text': 'In this paper'}]}, {'name': 'Agent', 'spans': [{'start': 8, 'end': 9, 'text': 'we'}]}]","We focus on the knowledge required to build such system and on its evaluation . | Text : build | Annotation Set : [{'name': 'Created_entity', 'spans': [{'start': 8, 'end': 10, 'text': 'such system'}]}, {'name': 'Agent', 'spans': [{'start': 0, 'end': 1, 'text': 'We'}]}]","We then explain why implementing morphology in the context of machine translation -LRB- MT -RRB- is a real challenge and what kind of aspects need to be taken into account -LRB- section 4 -RRB- , and we show that translating constructed neologisms is not only a mechanical decomposition but requires more fine-grained analysis . | Text : constructed | Annotation Set : [{'name': 'Created_entity', 'spans': [{'start': 41, 'end': 42, 'text': 'neologisms'}]}]",0,0,0,0,0
73,Concessive,251,"However , if the scores are similar but there is a difference in the number of unique sentences extracted , this means a system has gone beyond the first 4 sentences and extracted others from deeper down inside the text . | Text : However | Annotation Set : [{'name': 'Main_statement', 'spans': [{'start': 2, 'end': 19, 'text': 'if the scores are similar but there is a difference in the number of unique sentences extracted'}]}]","However , we will give some theoretical and empirical evidences that Loopy Belief Propagation can give us a good approximation procedure . | Text : However | Annotation Set : []",We differ however in the training and decoding procedure we propose . | Text : however | Annotation Set : [],"It has been shown , however , that the BP algorithm do converge in many practical cases , and that the results it produces are often surprisingly good approximations -LRB- see , for example , -LRB- Murphy et al. , 1999 -RRB- or -LRB- Weiss and Freeman , 2001 -RRB- -RRB- . | Text : however | Annotation Set : []",The training and decoding procedures we propose are however different . | Text : however | Annotation Set : [],0,0,0,0,0
74,Change_position_on_a_scale,248,"When varying the rare words threshold from 2 to 10 , performance drops considerably . | Text : drops | Annotation Set : []","Morphological segmentation has been shown to benefit Arabic-to-English -LRB- Habash and Sadat , 2006 -RRB- and English-to-Arabic -LRB- Badr et al. , 2008 -RRB- translation , although the gains tend to decrease with increasing training data size . | Text : decrease | Annotation Set : [{'name': 'Item', 'spans': [{'start': 32, 'end': 37, 'text': 'with increasing training data size'}]}]","Morphological segmentation has been shown to benefit Arabic-to-English -LRB- Habash and Sadat , 2006 -RRB- and English-to-Arabic -LRB- Badr et al. , 2008 -RRB- translation , although the gains tend to decrease with increasing training data size . | Text : increasing | Annotation Set : []","Similarly , for Arabic-to-English , Lee -LRB- 2004 -RRB- , and Habash and Sadat -LRB- 2006 -RRB- show that various segmentation schemes lead to improvements that decrease with increasing parallel corpus size . | Text : decrease | Annotation Set : []","Similarly , for Arabic-to-English , Lee -LRB- 2004 -RRB- , and Habash and Sadat -LRB- 2006 -RRB- show that various segmentation schemes lead to improvements that decrease with increasing parallel corpus size . | Text : increasing | Annotation Set : []",0,0,0,0,0
75,Trust,247,"Using fewer senses with the BNC-trained system can result in a drop in accuracy of almost 2 % . | Text : accuracy | Annotation Set : [{'name': 'Information', 'spans': [{'start': 13, 'end': 14, 'text': 'accuracy'}]}]","The second column denotes the accuracies obtained when testing on SPORTS , and the third column the accuracies for FINANCES . | Text : accuracies | Annotation Set : []","The second column denotes the accuracies obtained when testing on SPORTS , and the third column the accuracies for FINANCES . | Text : accuracies | Annotation Set : []","The low accuracy obtained with MFS , e.g. 39.0 of precision in SPORTS , shows the difficulty of this task . | Text : accuracy | Annotation Set : []","While such features are essential , we argue that audiencespecific features that model the cognitive characteristics of a user group can improve the accuracy of a readability assessment tool . | Text : accuracy | Annotation Set : [{'name': 'Information', 'spans': [{'start': 12, 'end': 20, 'text': 'model the cognitive characteristics of a user group'}]}]",0,0,0,0,0
76,Political_locales,247,"An example of generative model is the Hidden Vector State model -LRB- HVS -RRB- -LRB- He and Young , 2005 -RRB- . | Text : State | Annotation Set : [{'name': 'Locale', 'spans': [{'start': 9, 'end': 10, 'text': 'State'}]}]","This approach extends the discrete Markov model encoding the context of each state as a vector . | Text : state | Annotation Set : [{'name': 'Locale', 'spans': [{'start': 12, 'end': 13, 'text': 'state'}]}]","State transitions are performed as stack shift operations followed by a push of a preterminal semantic category label . | Text : State | Annotation Set : [{'name': 'Locale', 'spans': [{'start': 0, 'end': 1, 'text': 'State'}]}]","Another simpler but effective generative model is the one based on Finite State Transducers . | Text : State | Annotation Set : [{'name': 'Locale', 'spans': [{'start': 12, 'end': 13, 'text': 'State'}]}]","It performs SLU as a translation process from words to concepts using Finite State Transducers -LRB- FST -RRB- . | Text : State | Annotation Set : [{'name': 'Locale', 'spans': [{'start': 13, 'end': 14, 'text': 'State'}]}]",0,0,0,0,0
77,Possession,245,"The inflections for the paradigms that the words laDkA -LRB- meaning boy -RRB- and laDkI -LRB- mean-ing girl -RRB- belong to are shown in Table 2 . | Text : belong | Annotation Set : [{'name': 'Possession', 'spans': [{'start': 17, 'end': 18, 'text': 'girl'}]}, {'name': 'Owner', 'spans': [{'start': 6, 'end': 9, 'text': 'the words laDkA'}]}]","The morphological rules input into the system are used to recognize word-forms that together belong to a paradigm . | Text : belong | Annotation Set : [{'name': 'Possession', 'spans': [{'start': 11, 'end': 12, 'text': 'word-forms'}]}, {'name': 'Owner', 'spans': [{'start': 15, 'end': 18, 'text': 'to a paradigm'}]}]","For highly agglutinative languages , such as Tamil and Malayalam , which can have thousands of suffixes , it would be necessary to use a Finite State Machine representation of the rules . | Text : have | Annotation Set : [{'name': 'Possession', 'spans': [{'start': 14, 'end': 17, 'text': 'thousands of suffixes'}]}, {'name': 'Owner', 'spans': [{'start': 11, 'end': 12, 'text': 'which'}]}]","It will be seen from Table 6 that about 20 % of the words have a BSE of only 1 . | Text : have | Annotation Set : [{'name': 'Possession', 'spans': [{'start': 15, 'end': 20, 'text': 'a BSE of only 1'}]}, {'name': 'Owner', 'spans': [{'start': 10, 'end': 14, 'text': '% of the words'}]}]","Table 10 lists the number of correct stems , incorrect stems , and finally a count of those incorrect stems that the HSE+Sup heuristic would have gotten right if the POS category had been available . | Text : have gotten | Annotation Set : [{'name': 'Possession', 'spans': [{'start': 27, 'end': 28, 'text': 'right'}]}, {'name': 'Owner', 'spans': [{'start': 21, 'end': 24, 'text': 'the HSE+Sup heuristic'}]}]",0,0,0,0,0
78,Degree,245,"Dependency information is very informative when present , but extremely sparse . | Text : very | Annotation Set : [{'name': 'Gradable_attribute', 'spans': [{'start': 4, 'end': 5, 'text': 'informative'}]}]","Additionally , the way in which these approaches encode prior knowledge is very different and their relative performance changes based on the task . | Text : very | Annotation Set : [{'name': 'Gradable_attribute', 'spans': [{'start': 13, 'end': 14, 'text': 'different'}]}]","Both approaches , used separately , have shown a good performance -LRB- Raymond and Riccardi , 2007 -RRB- , but they have very different characteristics and the way they encode prior knowledge is very different , thus designing models able to take into account characteristics of both approaches are particularly promising . | Text : very | Annotation Set : [{'name': 'Gradable_attribute', 'spans': [{'start': 23, 'end': 24, 'text': 'different'}]}]","Both approaches , used separately , have shown a good performance -LRB- Raymond and Riccardi , 2007 -RRB- , but they have very different characteristics and the way they encode prior knowledge is very different , thus designing models able to take into account characteristics of both approaches are particularly promising . | Text : very | Annotation Set : [{'name': 'Gradable_attribute', 'spans': [{'start': 34, 'end': 35, 'text': 'different'}]}]","Next , although the training data is small , the rerankers based on kernels appear to be very effective . | Text : very | Annotation Set : [{'name': 'Gradable_attribute', 'spans': [{'start': 18, 'end': 19, 'text': 'effective'}]}]",0,0,0,0,0
79,Natural_features,244,"< newSection > 1 Introduction In Information Extraction domain , named entities -LRB- NEs -RRB- are one of the most important textual units as they express an important part of the meaning of a document . | Text : Extraction | Annotation Set : [{'name': 'Locale', 'spans': [{'start': 7, 'end': 8, 'text': 'Extraction'}]}, {'name': 'Name', 'spans': [{'start': 6, 'end': 7, 'text': 'Information'}]}]","A maximal clique is a clique that is not a subset of any other clique . | Text : subset | Annotation Set : [{'name': 'Locale', 'spans': [{'start': 10, 'end': 11, 'text': 'subset'}]}]","The local maximum is the synset in the hypernymy chain having more relations than its immediate hyponym and immediate hypernym . | Text : hypernym | Annotation Set : [{'name': 'Locale', 'spans': [{'start': 19, 'end': 20, 'text': 'hypernym'}]}]","< newSection > 4.2 Results Tables 4 and 5 present the F1 measures -LRB- harmonic mean of recall and precision -RRB- for nouns and verbs respectively when training our systems on SemCor and testing on SE2 and SE3 . | Text : precision | Annotation Set : [{'name': 'Locale', 'spans': [{'start': 19, 'end': 20, 'text': 'precision'}]}]","In particular , those corresponding to nouns -LRB- ranging from 70 % to 80 % -RRB- . | Text : ranging | Annotation Set : [{'name': 'Locale', 'spans': [{'start': 8, 'end': 9, 'text': 'ranging'}]}]",0,0,0,0,0
80,Cognitive_connection,242,"Although the bulk of previous work has been devoted to the disambiguation problem1 , there are good reasons to believe that sense induction may be able to overcome some of the issues associated with WSD . | Text : associated | Annotation Set : [{'name': 'Concept_1', 'spans': [{'start': 31, 'end': 32, 'text': 'issues'}]}, {'name': 'Concept_2', 'spans': [{'start': 33, 'end': 35, 'text': 'with WSD'}]}]","A related problem concerns the granularity of the sense distinctions which is fixed , and may not be entirely suitable for different applications . | Text : related | Annotation Set : [{'name': 'Concept_1', 'spans': [{'start': 2, 'end': 3, 'text': 'problem'}]}]","We first present an overview of related work -LRB- Section 2 -RRB- and then describe our Bayesian model in more detail -LRB- Sections 3 and 4 -RRB- . | Text : related | Annotation Set : [{'name': 'Concept_1', 'spans': [{'start': 7, 'end': 8, 'text': 'work'}]}]","< newSection > 2 Related Work Sense induction is typically treated as a clustering problem , where instances of a target word are partitioned into classes by considering their co-occurring contexts . | Text : Related | Annotation Set : [{'name': 'Concept_1', 'spans': [{'start': 7, 'end': 8, 'text': 'induction'}]}]","Methods developed for supervised WSD often use a variety of information sources based not only on words but also on lemmas , parts of speech , collocations and syntactic relationships -LRB- Lee and Ng , 2002 -RRB- . | Text : relationships | Annotation Set : [{'name': 'Concept_2', 'spans': [{'start': 28, 'end': 29, 'text': 'syntactic'}]}]",0,0,0,0,0
81,Weapon,239,"The use of a maximum entropy approach simplifies the introduction of several additional models explaining the translation process : e* = arg max Pr -LRB- e|f -RRB- Aihi -LRB- e , f -RRB- -RRB- -RCB- -LRB- 3 -RRB- �= arg max -LCB- exp -LRB- e i The feature functions hi are the system models and the Ai weights are typically optimized to maximize a scoring function on a development set -LRB- Och and Ney , 2002 -RRB- . | Text : weights | Annotation Set : [{'name': 'Weapon', 'spans': [{'start': 57, 'end': 58, 'text': 'weights'}]}]","The Lemur IR toolkit -LRB- Ogilvie and Callan , 2001 -RRB- was used for sentence extraction . | Text : extraction | Annotation Set : [{'name': 'Weapon', 'spans': [{'start': 15, 'end': 16, 'text': 'extraction'}]}, {'name': 'Type', 'spans': [{'start': 14, 'end': 15, 'text': 'sentence'}]}]","There also exist domain specific comparable corpora -LRB- which are probably potentially parallel -RRB- , like the documentations that are done in the national/regional language as well as English , or the translations of many English research papers in French or some other language used for academic proposes . | Text : papers | Annotation Set : [{'name': 'Weapon', 'spans': [{'start': 37, 'end': 38, 'text': 'papers'}]}]","This feature vector is used to query the appropriate classifier model to obtain a vector of labels with weights . | Text : weights | Annotation Set : [{'name': 'Weapon', 'spans': [{'start': 18, 'end': 19, 'text': 'weights'}]}]","The evaluation of our approach on the recognizing textual entailment data shows promising results on precision and the error analysis suggests possible improvements . | Text : precision | Annotation Set : [{'name': 'Weapon', 'spans': [{'start': 15, 'end': 16, 'text': 'precision'}]}]",0,0,0,0,0
82,Position_on_a_scale,234,"They achieve a very high 80 % correct , but this is given hand-annotated number , gender and syntactic binding features to filter candidate antecedents and also ignores non-anaphoric pronouns . | Text : high | Annotation Set : [{'name': 'Variable', 'spans': [{'start': 5, 'end': 6, 'text': '80'}]}, {'name': 'Value', 'spans': [{'start': 4, 'end': 5, 'text': 'high'}]}, {'name': 'Degree', 'spans': [{'start': 3, 'end': 4, 'text': 'very'}]}]","We smooth them using Kneser-Ney smoothing , but even then their dynamic range -LRB- a factor of 106 -RRB- greatly exceeds those of the other parameters . | Text : exceeds | Annotation Set : [{'name': 'Item', 'spans': [{'start': 21, 'end': 26, 'text': 'those of the other parameters'}]}]","Furthermore , typically by this point there will be , say , twenty NPs to share the probability mass , so each one will only get an increase of 0.05 . | Text : increase | Annotation Set : [{'name': 'Item', 'spans': [{'start': 28, 'end': 30, 'text': 'of 0.05'}]}]","Now the closer ones have higher probability so forth and so on . | Text : higher | Annotation Set : [{'name': 'Item', 'spans': [{'start': 6, 'end': 7, 'text': 'probability'}]}, {'name': 'Value', 'spans': [{'start': 5, 'end': 6, 'text': 'higher'}]}]","This is correct , although the exact number probably is too low . | Text : low | Annotation Set : [{'name': 'Degree', 'spans': [{'start': 10, 'end': 11, 'text': 'too'}]}]",0,0,0,0,0
